time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0001,-1226.1998,-32.4026,0.0000,0.0000
0.0570,-1226.1701,-32.4295,0.0000,0.0000
0.0662,-1226.2359,-32.4178,0.0000,0.0000
0.0773,-1226.2088,-32.4200,0.0000,0.0000
0.0829,-1226.0609,-32.5037,0.0000,0.0000
0.1029,-1226.1251,-32.4548,0.0000,0.0000
0.1055,-1226.1620,-32.4140,0.0000,0.0000
0.1166,-1226.1685,-32.3769,0.0000,0.0000
0.1188,-1225.6607,-32.3413,0.0000,0.0000
0.1266,-1224.4827,-32.3659,0.0000,0.0000
0.1590,-1221.0614,-32.5025,0.0000,0.0000
0.1613,-1218.9575,-32.5061,0.0000,0.0000
0.1661,-1217.0576,-32.7046,0.0000,0.0000
0.2018,-1214.2717,-32.7735,0.0000,0.0000
0.2044,-1213.3636,-32.9671,0.0000,0.0000
0.2065,-1212.8141,-33.0475,0.0000,0.0000
0.2158,-1212.8403,-32.9258,0.0000,0.0000
0.2319,-1212.8091,-32.9519,0.0000,0.0000
0.2359,-1212.9302,-32.8702,0.0000,0.0000
0.2462,-1213.0743,-32.8513,0.0000,0.0000
0.2562,-1213.3476,-32.8032,0.0000,0.0000
0.2658,-1213.4525,-32.8581,0.0000,0.0000
0.2760,-1213.5358,-32.8042,0.0000,0.0000
0.2858,-1213.0328,-32.7727,0.0000,0.0000
0.2960,-1211.8929,-32.9024,0.0000,0.0000
0.3254,-1208.4132,-33.0132,0.0000,0.0000
0.3277,-1206.4528,-32.9907,0.0000,0.0000
0.3359,-1204.1396,-32.6871,0.0000,0.0000
0.3461,-1202.0368,-32.7072,0.0000,0.0000
0.3557,-1200.3096,-32.7485,0.0000,0.0000
0.3660,-1198.6799,-32.8012,0.0000,0.0000
0.3763,-1196.9061,-32.6871,0.0000,0.0000
0.3862,-1195.3609,-32.6116,0.0000,0.0000
0.3964,-1194.3863,-32.7608,0.0000,0.0000
