time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0003,-349.1421,-45.4630,0.0000,0.0000
0.0804,-349.1242,-45.4829,0.0000,0.0000
0.0905,-349.1339,-45.4798,0.0000,0.0000
0.0972,-349.1037,-45.4681,0.0000,0.0000
0.1015,-349.1053,-45.4871,0.0000,0.0000
0.1238,-349.1261,-45.4614,0.0000,0.0000
0.1275,-349.1176,-45.4627,0.0000,0.0000
0.1304,-349.0782,-45.4864,0.0000,0.0000
0.1372,-348.8235,-45.4008,0.0000,0.0000
0.1480,-348.0589,-45.4919,0.0000,0.0000
0.1567,-346.6646,-45.5933,0.0000,0.0000
0.1667,-344.8088,-45.5184,0.0000,0.0000
0.1765,-342.6321,-45.4786,0.0000,0.0000
0.1868,-340.2384,-45.5397,0.0000,0.0000
0.2068,-338.2022,-45.5976,0.0000,0.0000
0.2089,-336.3482,-45.8431,0.0000,0.0000
0.2162,-334.3498,-45.7138,0.0000,0.0000
0.2271,-332.7481,-45.6103,0.0000,0.0000
0.2367,-331.7869,-45.8715,0.0000,0.0000
0.2469,-331.3910,-45.8253,0.0000,0.0000
0.2565,-331.2953,-45.9045,0.0000,0.0000
0.2668,-331.3526,-46.0253,0.0000,0.0000
0.2763,-331.3946,-45.9409,0.0000,0.0000
0.2867,-331.3772,-45.9799,0.0000,0.0000
0.2969,-331.3797,-45.9549,0.0000,0.0000
0.3070,-331.1644,-45.8208,0.0000,0.0000
0.3166,-330.2441,-45.8089,0.0000,0.0000
0.3272,-328.7384,-46.0149,0.0000,0.0000
0.3365,-326.8024,-46.1408,0.0000,0.0000
0.3467,-324.4231,-46.2367,0.0000,0.0000
0.3567,-321.9996,-46.2063,0.0000,0.0000
0.3782,-319.7887,-46.2428,0.0000,0.0000
0.3802,-317.7066,-46.4685,0.0000,0.0000
0.3862,-315.7018,-46.4998,0.0000,0.0000
0.4106,-314.0941,-46.5077,0.0000,0.0000
0.4129,-312.9965,-46.6012,0.0000,0.0000
0.4165,-312.4302,-46.5009,0.0000,0.0000
0.4269,-312.2603,-46.4836,0.0000,0.0000
0.4368,-312.2304,-46.4521,0.0000,0.0000
0.4472,-312.1991,-46.4483,0.0000,0.0000
0.4822,-312.0230,-46.4058,0.0000,0.0000
0.4847,-311.8430,-46.4491,0.0000,0.0000
0.4869,-311.2451,-46.5144,0.0000,0.0000
0.4970,-309.9113,-46.5048,0.0000,0.0000
0.5070,-308.2464,-46.5460,0.0000,0.0000
0.5172,-306.3294,-46.6379,0.0000,0.0000
0.5275,-304.2830,-46.7184,0.0000,0.0000
0.5370,-302.3829,-46.8823,0.0000,0.0000
0.5658,-299.5037,-47.1256,0.0000,0.0000
0.5679,-298.7625,-47.2244,0.0000,0.0000
0.5765,-298.5038,-47.2143,0.0000,0.0000
0.5865,-298.5751,-47.0980,0.0000,0.0000
0.6118,-298.7725,-47.0927,0.0000,0.0000
0.6142,-298.9126,-47.0784,0.0000,0.0000
0.6165,-299.0919,-47.0323,0.0000,0.0000
0.6418,-299.2091,-46.9588,0.0000,0.0000
0.6441,-298.9953,-46.9081,0.0000,0.0000
0.6464,-298.1645,-46.9697,0.0000,0.0000
0.6572,-296.7790,-47.1549,0.0000,0.0000
0.6778,-295.2162,-47.4029,0.0000,0.0000
0.6802,-293.5706,-47.4560,0.0000,0.0000
0.6868,-291.9747,-47.5009,0.0000,0.0000
0.7090,-290.5030,-47.5631,0.0000,0.0000
0.7112,-289.1639,-47.5167,0.0000,0.0000
0.7165,-288.0512,-47.5021,0.0000,0.0000
0.7479,-287.0827,-47.7380,0.0000,0.0000
0.7503,-287.0727,-47.6984,0.0000,0.0000
0.7573,-286.9850,-47.6269,0.0000,0.0000
0.7669,-286.8881,-47.6657,0.0000,0.0000
0.7776,-286.8272,-47.6436,0.0000,0.0000
0.7871,-286.8189,-47.6473,0.0000,0.0000
0.8524,-284.9356,-47.4509,0.0000,0.0000
0.8565,-283.1848,-47.5331,0.0000,0.0000
0.8604,-278.5356,-47.7393,0.0000,0.0000
0.8627,-275.8515,-47.6184,0.0000,0.0000
0.8665,-272.9641,-47.6217,0.0000,0.0000
0.8770,-269.9839,-47.9471,0.0000,0.0000
0.8873,-267.0523,-48.0556,0.0000,0.0000
0.8968,-264.2789,-48.0814,0.0000,0.0000
0.9071,-261.4094,-48.3175,0.0000,0.0000
0.9169,-258.9733,-48.3955,0.0000,0.0000
0.9466,-256.0522,-48.3675,0.0000,0.0000
0.9489,-255.2579,-48.3119,0.0000,0.0000
0.9566,-254.9096,-48.2000,0.0000,0.0000
0.9661,-254.9272,-47.9616,0.0000,0.0000
0.9772,-255.0610,-47.7386,0.0000,0.0000
0.9864,-255.0894,-47.6895,0.0000,0.0000
1.0080,-255.1061,-47.6798,0.0000,0.0000
