time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0003,23.9612,24.3836,0.0000,0.0000
0.0862,23.9708,24.4150,0.0000,0.0000
0.0963,23.9847,24.3818,0.0000,0.0000
0.1037,23.9996,24.4059,0.0000,0.0000
0.1166,24.0413,24.5424,0.0000,0.0000
0.1286,24.1522,24.7123,0.0000,0.0000
0.1316,24.1075,24.8959,0.0000,0.0000
0.1358,23.9632,25.2529,0.0000,0.0000
0.1464,23.9805,25.5051,0.0000,0.0000
0.1560,23.7249,25.7663,0.0000,0.0000
0.1919,23.2259,26.3310,0.0000,0.0000
0.1943,22.9398,26.6738,0.0000,0.0000
0.1966,22.7298,27.0109,0.0000,0.0000
0.2332,22.4720,27.8309,0.0000,0.0000
0.2356,22.1932,28.2820,0.0000,0.0000
0.2554,21.9273,28.7269,0.0000,0.0000
0.2581,21.8296,28.9849,0.0000,0.0000
0.2752,21.6991,29.0270,0.0000,0.0000
0.2777,21.6357,28.9246,0.0000,0.0000
0.2865,21.6518,28.8985,0.0000,0.0000
0.2964,21.7035,29.0019,0.0000,0.0000
0.3064,21.7729,29.0968,0.0000,0.0000
0.3163,21.6865,29.2783,0.0000,0.0000
0.3266,21.5125,29.5274,0.0000,0.0000
0.3362,21.3702,29.8019,0.0000,0.0000
0.3466,21.2571,30.0340,0.0000,0.0000
0.3617,21.1684,30.2847,0.0000,0.0000
0.3664,21.0863,30.5643,0.0000,0.0000
0.3760,20.9673,30.8028,0.0000,0.0000
0.4018,20.8278,31.0844,0.0000,0.0000
0.4043,20.7238,31.3956,0.0000,0.0000
0.4065,20.6473,31.6213,0.0000,0.0000
0.4371,20.6016,32.1295,0.0000,0.0000
0.4392,20.5404,32.2850,0.0000,0.0000
0.4460,20.4440,32.4262,0.0000,0.0000
0.4567,20.3812,32.4418,0.0000,0.0000
0.4670,20.4181,32.3595,0.0000,0.0000
0.4765,20.4424,32.3465,0.0000,0.0000
0.4862,20.3739,32.3534,0.0000,0.0000
0.4966,20.2805,32.3700,0.0000,0.0000
0.5065,20.1797,32.3482,0.0000,0.0000
0.5165,20.1457,32.3165,0.0000,0.0000
0.5262,19.9035,32.3073,0.0000,0.0000
0.5590,19.3924,32.3655,0.0000,0.0000
0.5614,19.1240,32.4968,0.0000,0.0000
0.5662,18.9652,32.5673,0.0000,0.0000
0.6007,18.6759,32.9141,0.0000,0.0000
0.6029,18.5931,33.0155,0.0000,0.0000
0.6060,18.4786,33.1168,0.0000,0.0000
0.6438,18.2645,33.1894,0.0000,0.0000
0.6462,18.1987,33.1139,0.0000,0.0000
0.6482,18.1158,33.0767,0.0000,0.0000
0.6562,17.9793,33.0525,0.0000,0.0000
0.6748,17.9062,33.0553,0.0000,0.0000
0.6769,17.9600,33.0460,0.0000,0.0000
0.6864,18.0887,33.0884,0.0000,0.0000
0.7052,18.1812,33.1683,0.0000,0.0000
0.7077,18.1864,33.2489,0.0000,0.0000
0.7160,18.0959,33.3024,0.0000,0.0000
0.7281,17.9666,33.3186,0.0000,0.0000
0.7357,17.8783,33.2584,0.0000,0.0000
0.7465,17.7530,33.2182,0.0000,0.0000
0.7561,17.6191,33.2230,0.0000,0.0000
0.7897,17.1944,33.2649,0.0000,0.0000
0.7920,16.9539,33.3386,0.0000,0.0000
0.7962,16.6621,33.4002,0.0000,0.0000
0.8312,16.2010,33.4609,0.0000,0.0000
0.8335,15.9776,33.4809,0.0000,0.0000
0.8358,15.7897,33.4812,0.0000,0.0000
0.8465,15.6419,33.5007,0.0000,0.0000
0.8557,15.5696,33.5305,0.0000,0.0000
0.8665,15.4752,33.4981,0.0000,0.0000
0.8763,15.3825,33.5236,0.0000,0.0000
0.8863,15.3091,33.5874,0.0000,0.0000
0.8963,15.1737,33.6087,0.0000,0.0000
0.9286,14.7840,33.7932,0.0000,0.0000
0.9308,14.5824,33.8196,0.0000,0.0000
0.9358,14.3961,33.8699,0.0000,0.0000
0.9464,14.2596,33.9050,0.0000,0.0000
0.9566,14.0812,33.9027,0.0000,0.0000
0.9678,13.8920,33.9385,0.0000,0.0000
0.9758,13.6581,34.0056,0.0000,0.0000
0.9857,13.5075,34.0030,0.0000,0.0000
0.9971,13.3382,33.9755,0.0000,0.0000
1.0058,13.1607,34.0315,0.0000,0.0000
1.0173,12.9116,34.0486,0.0000,0.0000
1.0263,12.6939,34.0951,0.0000,0.0000
1.0553,12.3172,34.1826,0.0000,0.0000
1.0577,12.1490,34.1846,0.0000,0.0000
1.0661,12.0190,34.2761,0.0000,0.0000
1.0876,11.9119,34.3360,0.0000,0.0000
1.0899,11.8116,34.3779,0.0000,0.0000
1.0961,11.6638,34.4436,0.0000,0.0000
1.1063,11.5689,34.4784,0.0000,0.0000
1.1392,11.5096,34.5202,0.0000,0.0000
1.1415,11.5520,34.5510,0.0000,0.0000
1.1466,11.5952,34.5348,0.0000,0.0000
1.1816,11.7000,34.6033,0.0000,0.0000
1.1839,11.7120,34.5371,0.0000,0.0000
1.1861,11.6807,34.5346,0.0000,0.0000
1.1962,11.6383,34.5565,0.0000,0.0000
1.2066,11.6420,34.5265,0.0000,0.0000
1.2160,11.6503,34.5406,0.0000,0.0000
1.2260,11.6919,34.5233,0.0000,0.0000
1.2550,11.7466,34.5444,0.0000,0.0000
1.2573,11.7157,34.5547,0.0000,0.0000
1.2672,11.6796,34.5487,0.0000,0.0000
1.2760,11.6400,34.5454,0.0000,0.0000
1.2866,11.6065,34.5477,0.0000,0.0000
1.2961,11.5985,34.5184,0.0000,0.0000
1.3060,11.6632,34.5112,0.0000,0.0000
1.3165,11.6985,34.5112,0.0000,0.0000
1.3261,11.7335,34.5165,0.0000,0.0000
1.3362,11.7499,34.5411,0.0000,0.0000
1.3463,11.7547,34.5438,0.0000,0.0000
1.3559,11.7035,34.5442,0.0000,0.0000
1.3864,11.6237,34.5532,0.0000,0.0000
1.3887,11.6199,34.5312,0.0000,0.0000
1.3958,11.6213,34.5583,0.0000,0.0000
1.4067,11.6701,34.5295,0.0000,0.0000
1.4160,11.6726,34.5165,0.0000,0.0000
1.4260,11.7113,34.5506,0.0000,0.0000
1.4361,11.7247,34.5165,0.0000,0.0000
