time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0004,-89.4113,-9.7322,0.0000,0.0000
0.0731,-89.3706,-9.7686,0.0000,0.0000
0.0836,-89.3556,-9.7908,0.0000,0.0000
0.0911,-89.3793,-9.7806,0.0000,0.0000
0.1248,-89.4314,-9.4733,0.0000,0.0000
0.1373,-89.4832,-9.3867,0.0000,0.0000
0.1400,-89.6071,-9.0811,0.0000,0.0000
0.1517,-89.7639,-8.4733,0.0000,0.0000
0.1538,-89.9312,-7.9053,0.0000,0.0000
0.1633,-90.0837,-7.5503,0.0000,0.0000
0.1827,-90.2938,-7.0053,0.0000,0.0000
0.1849,-90.6994,-6.2796,0.0000,0.0000
0.1935,-91.0571,-5.7074,0.0000,0.0000
0.2035,-91.3347,-5.3851,0.0000,0.0000
0.2133,-91.8763,-4.7131,0.0000,0.0000
0.2239,-92.5248,-3.9034,0.0000,0.0000
0.2550,-93.4742,-2.6365,0.0000,0.0000
0.2573,-94.1973,-1.6988,0.0000,0.0000
0.2634,-94.6824,-1.1647,0.0000,0.0000
0.2738,-95.1704,-0.7126,0.0000,0.0000
0.2831,-95.9768,0.0763,0.0000,0.0000
0.2933,-96.5930,0.7751,0.0000,0.0000
0.3034,-97.0559,1.3294,0.0000,0.0000
0.3138,-97.8822,1.9932,0.0000,0.0000
0.3233,-98.5786,2.6979,0.0000,0.0000
0.3338,-99.1135,3.1878,0.0000,0.0000
0.3434,-99.8268,3.5255,0.0000,0.0000
0.3538,-100.6435,4.1347,0.0000,0.0000
0.3638,-101.3737,4.6003,0.0000,0.0000
0.3738,-102.0410,4.9175,0.0000,0.0000
0.3836,-103.0041,5.5455,0.0000,0.0000
0.3943,-104.0029,6.0954,0.0000,0.0000
0.4036,-104.5306,6.3525,0.0000,0.0000
0.4243,-105.2521,6.6768,0.0000,0.0000
0.4265,-106.3620,7.1283,0.0000,0.0000
0.4336,-106.9770,7.4034,0.0000,0.0000
0.4436,-107.6253,7.6780,0.0000,0.0000
0.4537,-108.7364,8.0909,0.0000,0.0000
0.4637,-109.6702,8.4105,0.0000,0.0000
0.4942,-111.2683,8.7401,0.0000,0.0000
0.4965,-112.1414,8.8736,0.0000,0.0000
0.5038,-112.9838,8.9647,0.0000,0.0000
0.5369,-114.4420,9.0562,0.0000,0.0000
0.5392,-115.4615,9.0671,0.0000,0.0000
0.5435,-116.4139,8.9776,0.0000,0.0000
0.5789,-117.8363,8.8987,0.0000,0.0000
0.5811,-118.6019,8.7770,0.0000,0.0000
0.5835,-119.0994,8.5007,0.0000,0.0000
0.5934,-119.5818,8.2523,0.0000,0.0000
0.6036,-120.1311,8.0921,0.0000,0.0000
0.6148,-120.5929,7.9940,0.0000,0.0000
0.6239,-120.8084,7.9309,0.0000,0.0000
0.6334,-121.0381,7.8118,0.0000,0.0000
0.6439,-121.4767,7.6233,0.0000,0.0000
0.6536,-122.0438,7.5261,0.0000,0.0000
0.6637,-122.7192,7.4703,0.0000,0.0000
0.6735,-123.3637,7.4300,0.0000,0.0000
0.6837,-123.9091,7.3173,0.0000,0.0000
0.6937,-124.4708,7.1901,0.0000,0.0000
