time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0004,-132.0437,72.6489,0.0000,0.0000
0.0762,-132.0467,72.6436,0.0000,0.0000
0.0862,-132.0533,72.6469,0.0000,0.0000
0.0933,-132.0863,72.6362,0.0000,0.0000
0.1076,-132.0508,72.6280,0.0000,0.0000
0.1200,-132.0777,72.7283,0.0000,0.0000
0.1226,-132.1458,72.8849,0.0000,0.0000
0.1344,-132.1028,72.9393,0.0000,0.0000
0.1366,-131.9294,73.3551,0.0000,0.0000
0.1444,-131.7411,73.7251,0.0000,0.0000
0.1540,-131.6299,73.8906,0.0000,0.0000
0.1654,-131.4997,74.4365,0.0000,0.0000
0.1746,-131.3357,75.1962,0.0000,0.0000
0.1870,-131.1825,75.7004,0.0000,0.0000
0.1942,-131.1648,76.0756,0.0000,0.0000
0.2046,-131.1502,76.5439,0.0000,0.0000
0.2143,-131.0923,77.0652,0.0000,0.0000
0.2438,-130.8292,77.7770,0.0000,0.0000
0.2460,-130.8078,78.2930,0.0000,0.0000
0.2542,-130.7675,78.7848,0.0000,0.0000
0.2643,-130.7231,79.3364,0.0000,0.0000
0.2770,-130.7603,79.9228,0.0000,0.0000
0.2841,-130.8205,80.5661,0.0000,0.0000
0.2941,-130.9403,81.2443,0.0000,0.0000
0.3041,-131.0208,81.7389,0.0000,0.0000
0.3383,-131.3657,83.2902,0.0000,0.0000
0.3405,-131.4606,83.6845,0.0000,0.0000
0.3444,-131.5566,84.2838,0.0000,0.0000
0.3544,-132.0298,85.3185,0.0000,0.0000
0.3640,-132.2408,85.9507,0.0000,0.0000
0.3745,-132.3398,86.5146,0.0000,0.0000
0.4006,-132.8278,87.3811,0.0000,0.0000
0.4040,-133.1878,87.9141,0.0000,0.0000
0.4062,-133.2562,88.4389,0.0000,0.0000
0.4149,-133.7000,89.3380,0.0000,0.0000
0.4326,-134.1941,89.9643,0.0000,0.0000
0.4349,-134.3569,90.5592,0.0000,0.0000
0.4445,-134.8148,91.4566,0.0000,0.0000
0.4651,-135.3572,92.0697,0.0000,0.0000
0.4673,-135.6553,92.5948,0.0000,0.0000
0.4744,-136.1846,93.3006,0.0000,0.0000
0.5063,-137.2573,94.4544,0.0000,0.0000
0.5086,-137.8334,94.9887,0.0000,0.0000
0.5141,-138.3776,95.4436,0.0000,0.0000
0.5253,-138.9129,95.8927,0.0000,0.0000
0.5343,-139.4533,96.2065,0.0000,0.0000
0.5445,-139.8413,96.4292,0.0000,0.0000
0.5765,-140.8442,97.0674,0.0000,0.0000
0.5788,-141.2817,97.3619,0.0000,0.0000
0.5876,-141.7408,97.7331,0.0000,0.0000
0.6217,-143.0401,98.2951,0.0000,0.0000
0.6240,-143.5961,98.6153,0.0000,0.0000
0.6262,-144.6686,99.0199,0.0000,0.0000
0.6344,-145.4822,99.3187,0.0000,0.0000
0.6535,-145.9389,99.5514,0.0000,0.0000
0.6558,-146.8965,99.7696,0.0000,0.0000
0.6645,-147.9577,100.0334,0.0000,0.0000
0.6742,-148.3912,100.2490,0.0000,0.0000
0.6845,-149.1554,100.4268,0.0000,0.0000
0.7013,-150.1876,100.5328,0.0000,0.0000
0.7047,-150.5423,100.5620,0.0000,0.0000
0.7143,-150.9765,100.5600,0.0000,0.0000
0.7244,-152.0007,100.5931,0.0000,0.0000
0.7345,-152.6411,100.7228,0.0000,0.0000
0.7445,-153.2213,100.7605,0.0000,0.0000
0.7545,-154.0306,100.6772,0.0000,0.0000
0.7654,-154.5084,100.6768,0.0000,0.0000
0.7743,-155.1620,100.7209,0.0000,0.0000
0.7848,-156.2633,100.6925,0.0000,0.0000
0.7943,-157.1309,100.7230,0.0000,0.0000
0.8050,-157.8342,100.6690,0.0000,0.0000
0.8144,-158.8486,100.6087,0.0000,0.0000
0.8485,-160.6816,100.4854,0.0000,0.0000
0.8509,-161.8567,100.3088,0.0000,0.0000
0.8544,-162.9746,100.1188,0.0000,0.0000
0.8647,-163.7884,99.7877,0.0000,0.0000
0.8744,-164.7616,99.4568,0.0000,0.0000
0.8844,-165.9158,99.1428,0.0000,0.0000
0.9000,-166.7069,98.9603,0.0000,0.0000
0.9043,-167.5695,98.6602,0.0000,0.0000
0.9146,-168.9123,98.2455,0.0000,0.0000
0.9243,-169.8606,98.0418,0.0000,0.0000
0.9348,-170.4767,97.8503,0.0000,0.0000
0.9444,-171.4860,97.5034,0.0000,0.0000
0.9745,-173.2886,96.9793,0.0000,0.0000
0.9768,-174.1566,96.4881,0.0000,0.0000
0.9843,-175.2276,95.8969,0.0000,0.0000
0.9943,-176.2488,95.3530,0.0000,0.0000
1.0045,-177.2670,94.7344,0.0000,0.0000
1.0144,-178.3332,93.9802,0.0000,0.0000
1.0245,-179.2416,93.2395,0.0000,0.0000
1.0554,-181.0948,91.8762,0.0000,0.0000
1.0581,-181.9969,91.0504,0.0000,0.0000
1.0642,-182.7080,90.5287,0.0000,0.0000
1.0745,-183.5273,89.9119,0.0000,0.0000
1.0843,-184.3009,89.1992,0.0000,0.0000
1.0944,-184.8577,88.6218,0.0000,0.0000
1.1046,-185.3150,88.0356,0.0000,0.0000
1.1148,-185.6724,87.5246,0.0000,0.0000
1.1245,-185.9994,87.0377,0.0000,0.0000
1.1359,-186.3948,86.4342,0.0000,0.0000
1.1446,-186.7186,85.8760,0.0000,0.0000
1.1546,-186.9575,85.4125,0.0000,0.0000
1.1644,-187.2501,84.9129,0.0000,0.0000
1.1745,-187.5273,84.1988,0.0000,0.0000
1.2046,-187.8667,83.3231,0.0000,0.0000
1.2068,-188.0413,82.6959,0.0000,0.0000
1.2148,-188.1842,82.0737,0.0000,0.0000
1.2485,-188.4166,81.0625,0.0000,0.0000
1.2508,-188.5674,80.3649,0.0000,0.0000
1.2554,-188.5319,79.8378,0.0000,0.0000
1.2909,-188.1478,79.4497,0.0000,0.0000
1.2932,-188.1739,79.3668,0.0000,0.0000
1.2952,-188.3928,79.5818,0.0000,0.0000
1.3044,-188.6687,79.7303,0.0000,0.0000
1.3341,-188.7412,80.0604,0.0000,0.0000
1.3363,-188.6732,80.2589,0.0000,0.0000
1.3444,-188.7270,80.7010,0.0000,0.0000
1.3774,-188.8314,81.4369,0.0000,0.0000
1.3807,-188.8443,81.9681,0.0000,0.0000
1.3844,-188.9566,82.5441,0.0000,0.0000
1.3944,-189.0041,82.9495,0.0000,0.0000
1.4044,-188.9855,83.4446,0.0000,0.0000
1.4340,-189.0723,84.5765,0.0000,0.0000
1.4368,-189.0954,84.9207,0.0000,0.0000
1.4443,-189.0528,84.8499,0.0000,0.0000
1.4546,-189.2167,85.0188,0.0000,0.0000
1.4645,-189.8071,85.0057,0.0000,0.0000
1.4743,-190.3615,84.6378,0.0000,0.0000
1.4842,-190.4841,84.7083,0.0000,0.0000
1.4949,-190.3952,84.7946,0.0000,0.0000
1.5058,-190.4913,84.6047,0.0000,0.0000
1.5385,-190.4422,84.3622,0.0000,0.0000
1.5408,-190.5325,84.1329,0.0000,0.0000
1.5445,-190.7358,83.5757,0.0000,0.0000
1.5815,-190.6880,83.2122,0.0000,0.0000
1.5840,-190.8020,82.7811,0.0000,0.0000
1.5862,-190.7502,82.3783,0.0000,0.0000
1.5944,-190.5007,82.3449,0.0000,0.0000
1.6124,-190.3473,82.2186,0.0000,0.0000
1.6145,-190.2665,82.0717,0.0000,0.0000
1.6248,-190.2152,82.2735,0.0000,0.0000
1.6348,-190.1157,82.3112,0.0000,0.0000
1.6447,-190.1339,82.6180,0.0000,0.0000
