time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0004,471.0256,79.5289,0.0000,0.0000
0.0632,470.9912,79.5616,0.0000,0.0000
0.0719,470.9883,79.5484,0.0000,0.0000
0.0777,470.9860,79.5738,0.0000,0.0000
0.0816,470.9970,79.5365,0.0000,0.0000
0.0956,471.0361,79.5278,0.0000,0.0000
0.1124,471.0935,79.6125,0.0000,0.0000
0.1144,471.3501,79.6861,0.0000,0.0000
0.1168,472.0369,79.7525,0.0000,0.0000
0.1267,473.2285,79.8904,0.0000,0.0000
0.1435,474.7641,79.9906,0.0000,0.0000
0.1488,476.6205,80.0614,0.0000,0.0000
0.1570,478.4261,80.2010,0.0000,0.0000
0.1691,479.9726,80.1648,0.0000,0.0000
0.1776,481.2526,80.0956,0.0000,0.0000
0.1879,482.3687,80.2803,0.0000,0.0000
0.2191,483.3576,80.2931,0.0000,0.0000
0.2214,483.3865,80.3319,0.0000,0.0000
0.2272,483.3547,80.3167,0.0000,0.0000
0.2623,483.0842,80.3383,0.0000,0.0000
0.2648,482.8932,80.3455,0.0000,0.0000
0.2670,482.8494,80.3867,0.0000,0.0000
0.3051,486.2236,80.3544,0.0000,0.0000
0.3075,488.1535,80.4499,0.0000,0.0000
0.3170,490.0069,80.6124,0.0000,0.0000
0.3274,491.7588,80.7770,0.0000,0.0000
0.3374,493.6918,80.8121,0.0000,0.0000
0.3475,495.5070,80.8858,0.0000,0.0000
0.3571,497.0432,81.0270,0.0000,0.0000
0.3674,498.4281,81.1077,0.0000,0.0000
0.3771,499.3018,81.1983,0.0000,0.0000
0.3874,499.7123,81.1499,0.0000,0.0000
0.3972,499.8058,81.1560,0.0000,0.0000
0.4272,499.8867,81.0383,0.0000,0.0000
0.4295,499.9806,81.0590,0.0000,0.0000
0.4374,500.1000,81.0690,0.0000,0.0000
0.4473,500.4755,81.1292,0.0000,0.0000
0.4575,501.4344,81.1260,0.0000,0.0000
0.4673,503.0074,81.0977,0.0000,0.0000
