time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0004,-350.8765,-86.3929,0.0000,0.0000
0.0798,-350.9153,-86.4184,0.0000,0.0000
0.0894,-350.9013,-86.4202,0.0000,0.0000
0.0962,-350.8950,-86.4319,0.0000,0.0000
0.1117,-350.7901,-86.4263,0.0000,0.0000
0.1222,-348.5042,-86.6695,0.0000,0.0000
0.1253,-346.6281,-86.8179,0.0000,0.0000
0.1432,-344.3290,-87.0968,0.0000,0.0000
0.1456,-341.8192,-87.2943,0.0000,0.0000
0.1545,-339.3934,-87.5098,0.0000,0.0000
0.1735,-337.0814,-87.6827,0.0000,0.0000
0.1758,-334.9128,-87.7814,0.0000,0.0000
0.1841,-332.8815,-87.8958,0.0000,0.0000
0.1943,-331.0166,-88.1294,0.0000,0.0000
0.2045,-329.6784,-88.4417,0.0000,0.0000
0.2140,-328.6791,-88.6284,0.0000,0.0000
0.2242,-327.7395,-88.5989,0.0000,0.0000
0.2343,-326.3950,-88.5677,0.0000,0.0000
0.2551,-324.5234,-88.5623,0.0000,0.0000
0.2574,-322.0906,-88.9545,0.0000,0.0000
0.2641,-319.4381,-89.2667,0.0000,0.0000
0.2811,-316.6109,-89.3397,0.0000,0.0000
0.2843,-313.6383,-89.4623,0.0000,0.0000
0.2942,-310.8009,-89.5171,0.0000,0.0000
0.3108,-308.1997,-89.7600,0.0000,0.0000
0.3141,-305.8851,-89.9200,0.0000,0.0000
0.3243,-303.6322,-90.0346,0.0000,0.0000
0.3350,-301.4865,-90.2072,0.0000,0.0000
0.3674,-297.7931,-90.3375,0.0000,0.0000
0.3698,-295.9164,-90.5131,0.0000,0.0000
0.3861,-293.9222,-90.5885,0.0000,0.0000
0.3885,-291.5301,-90.7581,0.0000,0.0000
0.3937,-288.5170,-91.1096,0.0000,0.0000
0.4191,-284.9748,-91.4086,0.0000,0.0000
0.4212,-281.5894,-91.8739,0.0000,0.0000
0.4393,-278.7229,-92.1055,0.0000,0.0000
0.4414,-275.8615,-92.2486,0.0000,0.0000
0.4439,-273.0609,-92.3916,0.0000,0.0000
0.4701,-270.8309,-92.6281,0.0000,0.0000
0.4724,-268.7575,-92.5152,0.0000,0.0000
0.4745,-266.3667,-92.7875,0.0000,0.0000
0.4850,-263.7155,-93.2525,0.0000,0.0000
0.4949,-261.2765,-93.3018,0.0000,0.0000
0.5047,-259.0055,-93.3970,0.0000,0.0000
0.5143,-256.8469,-93.6497,0.0000,0.0000
0.5329,-254.7580,-93.8251,0.0000,0.0000
0.5352,-252.6584,-93.8832,0.0000,0.0000
0.5605,-250.4267,-93.9675,0.0000,0.0000
0.5629,-248.2018,-94.1834,0.0000,0.0000
0.5651,-246.4034,-94.3321,0.0000,0.0000
0.5743,-245.1075,-94.5818,0.0000,0.0000
0.5851,-244.2305,-94.6272,0.0000,0.0000
0.5946,-243.5294,-94.4008,0.0000,0.0000
0.6047,-242.8897,-94.1763,0.0000,0.0000
0.6143,-242.0505,-94.0355,0.0000,0.0000
0.6245,-240.5821,-94.0863,0.0000,0.0000
0.6344,-238.4441,-94.3369,0.0000,0.0000
0.6588,-236.2862,-94.7764,0.0000,0.0000
0.6612,-234.2496,-95.4023,0.0000,0.0000
0.6643,-232.6161,-95.6152,0.0000,0.0000
0.6803,-231.4294,-95.8970,0.0000,0.0000
0.6845,-230.5241,-96.1239,0.0000,0.0000
0.6942,-230.1056,-95.9991,0.0000,0.0000
0.7044,-230.0643,-95.7659,0.0000,0.0000
0.7148,-230.2824,-95.4230,0.0000,0.0000
0.7245,-230.2607,-95.0261,0.0000,0.0000
0.7343,-229.3943,-95.2469,0.0000,0.0000
0.7444,-228.1108,-95.5026,0.0000,0.0000
0.7543,-226.5090,-95.7063,0.0000,0.0000
0.7645,-224.7148,-96.1917,0.0000,0.0000
0.7744,-223.4047,-96.3521,0.0000,0.0000
0.7852,-222.7529,-96.2021,0.0000,0.0000
0.7942,-222.1497,-96.0760,0.0000,0.0000
0.8047,-221.7065,-96.1357,0.0000,0.0000
0.8144,-221.6153,-96.2782,0.0000,0.0000
0.8243,-221.6725,-96.2886,0.0000,0.0000
0.8343,-221.5913,-96.1329,0.0000,0.0000
0.8444,-221.2553,-96.1552,0.0000,0.0000
0.8543,-220.9225,-96.1918,0.0000,0.0000
0.8769,-220.5438,-96.2779,0.0000,0.0000
0.8793,-219.9307,-96.3716,0.0000,0.0000
0.9000,-219.2366,-96.4932,0.0000,0.0000
0.9024,-218.6043,-96.5768,0.0000,0.0000
0.9047,-218.0169,-96.6228,0.0000,0.0000
0.9290,-217.4886,-96.6932,0.0000,0.0000
0.9313,-216.8764,-96.7186,0.0000,0.0000
0.9340,-215.9367,-96.7510,0.0000,0.0000
0.9534,-214.9247,-96.8106,0.0000,0.0000
0.9555,-214.0246,-96.9079,0.0000,0.0000
0.9642,-213.2566,-97.0029,0.0000,0.0000
0.9741,-212.4937,-97.0405,0.0000,0.0000
0.9848,-211.6492,-97.0904,0.0000,0.0000
0.9942,-210.7287,-97.2168,0.0000,0.0000
1.0043,-209.7032,-97.3669,0.0000,0.0000
1.0140,-208.0185,-97.3039,0.0000,0.0000
1.0426,-203.1948,-97.5941,0.0000,0.0000
1.0448,-200.5088,-97.8359,0.0000,0.0000
1.0542,-198.1182,-98.0635,0.0000,0.0000
1.0728,-196.0293,-98.2779,0.0000,0.0000
1.0747,-193.6916,-98.4283,0.0000,0.0000
1.0843,-190.9783,-98.6802,0.0000,0.0000
1.1137,-186.6535,-99.3780,0.0000,0.0000
1.1157,-185.0547,-99.5719,0.0000,0.0000
1.1338,-183.7130,-99.5291,0.0000,0.0000
