time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0004,-403.6255,-29.6125,0.0000,0.0000
0.0756,-403.5733,-29.6353,0.0000,0.0000
0.0865,-403.5598,-29.6767,0.0000,0.0000
0.0941,-403.5069,-29.7578,0.0000,0.0000
0.0987,-403.5154,-29.7543,0.0000,0.0000
0.1171,-403.5790,-29.7536,0.0000,0.0000
0.1197,-403.6006,-29.7369,0.0000,0.0000
0.1216,-403.3343,-29.7274,0.0000,0.0000
0.1444,-402.6512,-29.6486,0.0000,0.0000
0.1465,-401.8688,-29.5975,0.0000,0.0000
0.1499,-401.0425,-29.6234,0.0000,0.0000
0.1845,-399.3810,-29.5908,0.0000,0.0000
0.1866,-398.7507,-29.6246,0.0000,0.0000
0.1912,-398.2104,-29.6392,0.0000,0.0000
0.2002,-397.8307,-29.6397,0.0000,0.0000
0.2105,-397.6788,-29.6194,0.0000,0.0000
0.2308,-397.6041,-29.6286,0.0000,0.0000
0.2334,-397.4796,-29.6745,0.0000,0.0000
0.2410,-396.7497,-29.7203,0.0000,0.0000
0.2510,-395.1896,-29.7435,0.0000,0.0000
0.2606,-393.0778,-29.8232,0.0000,0.0000
0.2908,-387.8108,-30.2538,0.0000,0.0000
0.2930,-385.0925,-30.0600,0.0000,0.0000
0.3007,-383.1663,-30.0521,0.0000,0.0000
0.3354,-380.2694,-30.1324,0.0000,0.0000
0.3377,-379.4591,-30.1546,0.0000,0.0000
0.3400,-378.7862,-30.1973,0.0000,0.0000
0.3508,-378.2822,-30.1650,0.0000,0.0000
0.3605,-377.9671,-30.1454,0.0000,0.0000
0.3708,-377.6796,-30.1634,0.0000,0.0000
0.3807,-377.1469,-30.1727,0.0000,0.0000
0.3906,-375.9832,-30.0870,0.0000,0.0000
0.4006,-374.0796,-30.3216,0.0000,0.0000
0.4108,-371.5802,-30.5219,0.0000,0.0000
0.4290,-368.4787,-30.5857,0.0000,0.0000
0.4315,-365.2921,-30.7059,0.0000,0.0000
0.4406,-362.7738,-30.8734,0.0000,0.0000
0.4607,-360.8571,-30.8398,0.0000,0.0000
0.4629,-359.1559,-31.0263,0.0000,0.0000
0.4707,-357.7658,-31.1066,0.0000,0.0000
0.4805,-356.5771,-31.1167,0.0000,0.0000
0.4907,-355.4284,-31.2525,0.0000,0.0000
0.5005,-354.4051,-31.2540,0.0000,0.0000
0.5111,-353.4274,-31.3716,0.0000,0.0000
0.5205,-352.4315,-31.3828,0.0000,0.0000
0.5308,-351.3899,-31.2911,0.0000,0.0000
0.5406,-349.6334,-31.3574,0.0000,0.0000
0.5731,-343.9187,-31.6469,0.0000,0.0000
0.5755,-340.7271,-31.7527,0.0000,0.0000
0.5806,-337.3721,-31.8068,0.0000,0.0000
0.6167,-330.3473,-31.9137,0.0000,0.0000
0.6189,-326.1414,-32.2170,0.0000,0.0000
0.6208,-322.2898,-32.4336,0.0000,0.0000
0.6309,-318.9380,-32.4269,0.0000,0.0000
0.6609,-314.1305,-32.9736,0.0000,0.0000
0.6631,-312.4812,-32.8700,0.0000,0.0000
0.6712,-311.2697,-32.6464,0.0000,0.0000
0.6928,-310.6549,-32.6053,0.0000,0.0000
0.6951,-310.3796,-32.4930,0.0000,0.0000
0.7006,-310.0630,-32.2256,0.0000,0.0000
0.7106,-309.1033,-32.2465,0.0000,0.0000
0.7210,-307.8164,-32.2959,0.0000,0.0000
0.7309,-306.7700,-32.2937,0.0000,0.0000
0.7407,-305.3811,-32.4095,0.0000,0.0000
0.7700,-300.9517,-32.5778,0.0000,0.0000
0.7725,-298.9175,-32.6840,0.0000,0.0000
0.7804,-297.1724,-32.6492,0.0000,0.0000
0.7908,-295.0859,-32.7282,0.0000,0.0000
0.8010,-292.2730,-32.8980,0.0000,0.0000
