time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0004,41.0102,84.6449,0.0000,0.0000
0.0619,41.0236,84.6128,0.0000,0.0000
0.0731,41.0155,84.6281,0.0000,0.0000
0.0807,41.0167,84.5979,0.0000,0.0000
0.0859,41.0206,84.6059,0.0000,0.0000
0.1010,40.8345,84.9708,0.0000,0.0000
0.1037,40.8359,85.1871,0.0000,0.0000
0.1117,40.6431,85.4247,0.0000,0.0000
0.1224,40.3574,85.6609,0.0000,0.0000
0.1586,39.6013,85.9054,0.0000,0.0000
0.1610,39.0836,86.0001,0.0000,0.0000
0.1632,38.7731,86.2530,0.0000,0.0000
0.1723,38.4421,86.5462,0.0000,0.0000
0.1821,38.1546,86.7735,0.0000,0.0000
0.1924,37.6257,87.0149,0.0000,0.0000
0.2216,36.6492,87.5192,0.0000,0.0000
0.2242,36.0924,87.8739,0.0000,0.0000
0.2322,35.5100,88.3308,0.0000,0.0000
0.2422,35.0636,88.6529,0.0000,0.0000
0.2529,34.5668,89.1531,0.0000,0.0000
0.2622,34.2219,89.7677,0.0000,0.0000
0.2725,33.8643,90.1511,0.0000,0.0000
0.2825,33.4656,90.7334,0.0000,0.0000
0.2924,32.9987,91.5206,0.0000,0.0000
0.3024,32.7437,92.0253,0.0000,0.0000
0.3127,32.3760,92.5472,0.0000,0.0000
0.3224,32.1070,93.3100,0.0000,0.0000
0.3326,32.0668,93.6901,0.0000,0.0000
0.3622,31.6019,94.1578,0.0000,0.0000
0.3731,30.4074,95.5823,0.0000,0.0000
0.3754,29.9023,96.1186,0.0000,0.0000
0.3823,29.2343,96.7337,0.0000,0.0000
0.4159,28.5627,98.0248,0.0000,0.0000
0.4181,28.1309,98.6596,0.0000,0.0000
0.4220,27.4859,99.3839,0.0000,0.0000
0.4599,27.1058,100.4235,0.0000,0.0000
0.4625,26.9735,100.8684,0.0000,0.0000
0.4658,26.7292,101.3560,0.0000,0.0000
0.4729,26.4430,101.8261,0.0000,0.0000
0.4827,26.2174,102.2267,0.0000,0.0000
0.4924,26.0313,102.5713,0.0000,0.0000
0.5030,25.9219,102.8962,0.0000,0.0000
0.5350,25.6575,103.5659,0.0000,0.0000
0.5372,25.4887,103.9252,0.0000,0.0000
0.5423,25.2254,104.3322,0.0000,0.0000
0.5774,24.6721,104.7953,0.0000,0.0000
0.5800,24.5317,105.0520,0.0000,0.0000
0.5822,24.4896,105.2510,0.0000,0.0000
0.5955,24.4474,105.5012,0.0000,0.0000
0.6027,24.4364,105.7931,0.0000,0.0000
0.6125,24.3710,106.0429,0.0000,0.0000
0.6229,24.2463,106.2841,0.0000,0.0000
0.6324,24.1068,106.5406,0.0000,0.0000
0.6428,23.9993,106.7416,0.0000,0.0000
0.6530,23.9017,106.8805,0.0000,0.0000
0.6823,23.7231,107.2161,0.0000,0.0000
0.6846,23.6262,107.3652,0.0000,0.0000
0.6925,23.4541,107.5127,0.0000,0.0000
0.7023,23.2783,107.6304,0.0000,0.0000
0.7135,23.1770,107.6786,0.0000,0.0000
0.7220,23.1511,107.7543,0.0000,0.0000
0.7543,22.9310,107.9220,0.0000,0.0000
0.7566,22.7846,107.9552,0.0000,0.0000
0.7623,22.6903,107.9643,0.0000,0.0000
0.7849,22.6074,107.9065,0.0000,0.0000
0.7873,22.4567,107.9362,0.0000,0.0000
0.7918,22.2851,107.9893,0.0000,0.0000
0.8025,22.2004,107.9867,0.0000,0.0000
0.8123,22.1745,107.9743,0.0000,0.0000
0.8224,22.2271,107.9569,0.0000,0.0000
0.8323,22.3271,107.9813,0.0000,0.0000
0.8425,22.4553,107.9861,0.0000,0.0000
0.8520,22.4798,107.9899,0.0000,0.0000
0.8626,22.4528,107.9839,0.0000,0.0000
0.8727,22.4051,107.9589,0.0000,0.0000
0.8987,22.3505,107.9946,0.0000,0.0000
