time[s], wr_x[mm], wr_y[mm], spd, spd_avg 
0.0003,17.9234,12.2777,0.0000,0.0000
0.0648,17.8563,12.2253,0.0000,0.0000
0.0736,17.8594,12.2123,0.0000,0.0000
0.0795,17.8768,12.2212,0.0000,0.0000
0.0846,17.8903,12.2402,0.0000,0.0000
0.0977,17.9221,12.2682,0.0000,0.0000
0.1004,18.1874,12.2795,0.0000,0.0000
0.1072,18.9346,12.2905,0.0000,0.0000
0.1173,20.0699,12.3803,0.0000,0.0000
0.1274,21.4067,12.3662,0.0000,0.0000
0.1373,22.8301,12.2501,0.0000,0.0000
0.1475,24.3082,12.1881,0.0000,0.0000
0.1574,25.8425,12.1684,0.0000,0.0000
0.1678,27.3108,12.2245,0.0000,0.0000
0.1775,28.6129,12.1642,0.0000,0.0000
0.1879,30.0059,12.1635,0.0000,0.0000
0.1974,31.5271,12.1258,0.0000,0.0000
0.2074,33.1887,12.0544,0.0000,0.0000
0.2175,34.9223,11.9760,0.0000,0.0000
0.2275,36.5962,11.9661,0.0000,0.0000
0.2374,38.2288,11.9803,0.0000,0.0000
0.2478,39.8755,12.0103,0.0000,0.0000
0.2577,41.5561,11.9792,0.0000,0.0000
0.2873,45.1165,11.7522,0.0000,0.0000
0.2896,46.8237,11.7125,0.0000,0.0000
0.2975,48.5369,11.7611,0.0000,0.0000
0.3075,50.2448,11.7458,0.0000,0.0000
0.3175,52.0680,11.5942,0.0000,0.0000
0.3284,53.8348,11.5215,0.0000,0.0000
0.3601,57.1783,11.5823,0.0000,0.0000
0.3624,58.9162,11.6237,0.0000,0.0000
0.3673,60.7003,11.4883,0.0000,0.0000
0.3773,62.5252,11.4271,0.0000,0.0000
0.3872,64.2272,11.4108,0.0000,0.0000
0.3975,65.9733,11.4171,0.0000,0.0000
0.4305,69.5380,11.3380,0.0000,0.0000
0.4329,71.4142,11.2497,0.0000,0.0000
0.4374,73.2630,11.2544,0.0000,0.0000
0.4601,75.0125,11.2952,0.0000,0.0000
0.4626,76.8013,11.2756,0.0000,0.0000
0.4669,78.5707,11.1582,0.0000,0.0000
0.5060,83.8861,11.0252,0.0000,0.0000
0.5083,85.5199,11.2142,0.0000,0.0000
0.5172,87.3352,11.0260,0.0000,0.0000
0.5276,89.2006,10.9657,0.0000,0.0000
0.5373,91.0056,10.9303,0.0000,0.0000
0.5474,92.7230,10.9400,0.0000,0.0000
0.5572,94.4837,10.9602,0.0000,0.0000
0.5677,96.2863,10.8984,0.0000,0.0000
0.5784,98.0954,10.8470,0.0000,0.0000
0.5875,99.9142,10.7823,0.0000,0.0000
0.5977,101.6988,10.8138,0.0000,0.0000
0.6094,103.4759,10.7735,0.0000,0.0000
0.6174,105.3332,10.7231,0.0000,0.0000
0.6278,107.3004,10.8160,0.0000,0.0000
0.6374,109.2187,10.8581,0.0000,0.0000
0.6479,111.1213,10.7810,0.0000,0.0000
0.6574,112.9193,10.7339,0.0000,0.0000
0.6761,114.8121,10.6639,0.0000,0.0000
0.6783,116.7140,10.6941,0.0000,0.0000
0.6876,118.5586,10.7184,0.0000,0.0000
0.6976,120.3790,10.7486,0.0000,0.0000
0.7075,NaN,NaN,0.0000,0.0000
0.7177,NaN,NaN,0.0000,0.0000
0.7274,NaN,NaN,0.0000,0.0000
0.7372,NaN,NaN,0.0000,0.0000
0.7473,129.5291,10.8118,0.0000,0.0000
0.7582,131.2834,10.7714,0.0000,0.0000
0.7675,133.1550,10.7857,0.0000,0.0000
0.7991,136.7529,10.6448,0.0000,0.0000
0.8014,138.6062,10.6716,0.0000,0.0000
0.8072,140.3391,10.6932,0.0000,0.0000
0.8436,144.1498,10.4953,0.0000,0.0000
0.8458,145.9727,10.4141,0.0000,0.0000
0.8478,147.6456,10.4730,0.0000,0.0000
0.8573,149.4270,10.4906,0.0000,0.0000
0.8739,151.3835,10.4337,0.0000,0.0000
0.8772,153.2036,10.3933,0.0000,0.0000
0.8881,154.9374,10.3730,0.0000,0.0000
0.9061,156.6668,10.4193,0.0000,0.0000
0.9085,158.4066,10.4996,0.0000,0.0000
0.9176,160.3553,10.5840,0.0000,0.0000
0.9375,162.3586,10.4519,0.0000,0.0000
0.9451,164.1966,10.4174,0.0000,0.0000
0.9472,166.0434,10.3848,0.0000,0.0000
0.9569,167.8869,10.4559,0.0000,0.0000
0.9672,169.9410,10.4258,0.0000,0.0000
0.9774,171.7812,10.3843,0.0000,0.0000
0.9876,173.6335,10.3187,0.0000,0.0000
1.0159,177.4506,10.2273,0.0000,0.0000
1.0178,179.3575,10.1721,0.0000,0.0000
1.0276,181.1757,10.0785,0.0000,0.0000
1.0497,182.9433,10.0073,0.0000,0.0000
1.0518,184.7316,10.0274,0.0000,0.0000
1.0572,186.6294,9.9410,0.0000,0.0000
1.0812,188.6644,9.8221,0.0000,0.0000
1.0838,190.5333,9.8190,0.0000,0.0000
1.0872,192.3467,9.8453,0.0000,0.0000
1.1158,195.9395,10.0030,0.0000,0.0000
1.1181,197.8546,9.9507,0.0000,0.0000
1.1273,199.6357,9.8489,0.0000,0.0000
1.1465,201.3983,9.8451,0.0000,0.0000
1.1485,203.2137,10.0522,0.0000,0.0000
1.1575,205.1326,10.1803,0.0000,0.0000
1.1718,207.0440,10.1327,0.0000,0.0000
1.1773,208.9037,10.0115,0.0000,0.0000
1.1878,210.6968,10.0149,0.0000,0.0000
1.1974,212.5689,10.1249,0.0000,0.0000
1.2075,214.5485,10.2382,0.0000,0.0000
1.2175,216.4232,10.1865,0.0000,0.0000
1.2279,218.2587,10.0412,0.0000,0.0000
1.2374,220.1148,10.1386,0.0000,0.0000
1.2477,222.0084,10.3053,0.0000,0.0000
1.2575,223.8996,10.3272,0.0000,0.0000
1.2676,225.7203,10.2466,0.0000,0.0000
1.2773,227.5289,10.1779,0.0000,0.0000
1.2875,229.3082,10.2915,0.0000,0.0000
1.3181,232.9884,10.4009,0.0000,0.0000
1.3216,234.8014,10.3461,0.0000,0.0000
1.3271,236.5771,10.3387,0.0000,0.0000
1.3629,240.2377,10.5671,0.0000,0.0000
1.3652,242.1376,10.4810,0.0000,0.0000
1.3673,244.0170,10.3653,0.0000,0.0000
1.3788,245.8188,10.3970,0.0000,0.0000
1.4090,249.5010,10.6383,0.0000,0.0000
1.4115,251.3341,10.5698,0.0000,0.0000
1.4176,253.0879,10.3810,0.0000,0.0000
1.4275,254.7896,10.4452,0.0000,0.0000
1.4373,256.5764,10.7334,0.0000,0.0000
1.4472,258.4794,10.7793,0.0000,0.0000
1.4574,260.3284,10.6818,0.0000,0.0000
1.4671,262.1665,10.5263,0.0000,0.0000
1.4773,263.9617,10.5803,0.0000,0.0000
1.5070,267.7028,10.8021,0.0000,0.0000
1.5091,269.5531,10.6276,0.0000,0.0000
1.5173,271.3565,10.4871,0.0000,0.0000
