time[s], wr_x[mm], wr_y[mm] 
2.5582,-709.6576,22.4526
2.5675,-706.5137,22.2599
2.5777,-703.2474,22.3045
2.5876,-700.0743,22.1788
2.5977,-696.1794,22.0423
2.6106,-693.6815,22.2083
2.6180,-690.6953,22.0809
2.6277,-687.6756,22.2547
2.6379,-684.5883,22.1828
2.6476,-681.5555,22.0245
2.6596,-677.6910,22.0846
2.6676,-675.3504,22.1343
2.6778,-672.2345,21.9831
2.6877,-669.0735,22.1388
2.6980,-665.9000,22.0845
2.7082,-662.6958,21.9164
2.7177,-659.6030,21.9536
2.7276,-656.5715,21.8195
2.7377,-653.4124,21.9498
2.7477,-650.2826,22.0565
2.7579,-647.0858,21.9028
2.7675,-643.7791,21.9053
2.7781,-640.6299,21.7531
2.7879,-637.4494,21.6228
2.7979,-634.2085,21.7222
2.8087,-631.0290,21.5784
2.8197,-627.7719,21.4856
2.8275,-624.4547,21.4449
2.8378,-621.1792,21.3563
2.8476,-617.8463,21.4331
2.8587,-614.5915,21.4638
2.8676,-611.3304,21.3358
2.8786,-608.0282,21.3935
2.8876,-604.7357,21.3293
2.8978,-601.2962,21.2265
2.9083,-597.9506,21.2163
2.9177,-594.6581,21.0220
2.9277,-591.1965,20.9367
2.9378,-587.8576,20.9444
2.9477,-584.4172,20.8564
2.9577,-580.9601,20.8290
2.9695,-577.6855,20.7237
2.9797,-574.3663,20.7162
2.9876,-571.0978,20.7140
2.9987,-567.4512,20.1626
3.0096,-564.6822,20.4606
3.0178,-561.4506,20.4188
3.0277,-558.1786,20.3090
3.0384,-554.8138,20.3740
3.0495,-551.4417,20.2510
3.0579,-547.9987,20.1318
3.0680,-544.4818,20.1749
3.0777,-541.2468,20.3488
3.0893,-537.7766,20.3994
3.0983,-534.4254,20.4659
3.1081,-531.0241,20.3778
3.1183,-527.6065,20.4752
3.1280,-524.2719,20.3678
3.1378,-520.8628,20.1952
3.1477,-517.4463,20.2301
3.1579,-514.2341,19.9848
3.1678,-510.9078,19.9751
3.1777,-507.5708,19.9537
3.1876,-504.2969,19.7613
3.1979,-500.9225,19.8868
3.2076,-497.6052,19.7428
3.2178,-494.2343,19.6271
3.2277,-490.8570,19.6588
3.2381,-487.5781,19.5277
3.2478,-484.2626,19.6614
3.2586,-481.0929,19.5941
3.2683,-477.9973,19.5482
3.2785,-474.9398,19.5842
3.2883,-472.0323,19.5629
3.2985,-469.1198,19.7109
3.3076,-466.0257,19.6170
3.3178,-462.8945,19.5332
3.3284,-459.7624,19.5681
3.3379,-456.5441,19.5279
3.3476,-453.4237,19.4891
3.3581,-450.4754,19.4260
3.3678,-447.5611,19.3340
3.3777,-444.6050,19.4063
3.3879,-441.6590,19.4033
3.3977,-438.6245,19.3607
3.4080,-435.4944,19.3597
3.4209,-432.4057,19.2421
3.4275,-429.3586,19.2194
3.4381,-426.1921,19.0665
3.4475,-423.0887,18.9556
3.4586,-420.0263,19.0063
3.4684,-416.7675,18.9017
3.4777,-413.5516,18.8384
3.4875,-410.3434,18.8796
3.4978,-407.1131,18.7960
3.5076,-403.9547,18.7985
3.5177,-400.7172,18.7610
3.5277,-397.4855,18.6393
3.5381,-394.1537,18.5421
3.5477,-390.9326,18.4775
3.5578,-387.8555,18.5229
3.5680,-384.5064,18.4179
3.5778,-381.1399,18.3309
3.5878,-377.8744,18.3069
3.5982,-374.4392,18.1075
3.6115,-371.2622,18.0627
3.6178,-368.2482,18.0473
3.6279,-364.9920,17.9021
3.6378,-361.8687,17.8546
3.6479,-358.7448,17.8741
3.6602,-355.5463,17.7651
3.6675,-352.4530,17.7323
3.6778,-349.3052,17.7028
3.6882,-346.0599,17.5587
3.6977,-342.7742,17.4257
3.7077,-339.4229,17.4491
3.7179,-336.1687,17.5368
3.7276,-332.8147,17.6558
3.7381,-329.4418,17.5975
3.7477,-326.1043,17.5193
3.7579,-322.7070,17.5360
3.7677,-319.3697,17.4692
3.7777,-316.0924,17.4458
3.7893,-312.7193,17.3582
3.7977,-309.4541,17.1328
3.8077,-306.1730,17.1301
3.8178,-302.8387,17.0496
3.8284,-299.5887,17.0060
3.8386,-296.3017,17.0639
3.8476,-292.9814,16.9581
3.8580,-289.6789,16.9562
3.8676,-286.2763,16.9489
3.8777,-282.8986,16.8354
3.8876,-279.5442,16.8420
3.8977,-276.2689,16.7808
3.9076,-273.0481,16.7701
3.9191,-269.7667,16.9128
3.9279,-266.5414,16.8583
3.9377,-263.3218,16.9322
3.9476,-259.9767,17.0397
3.9578,-256.6998,16.9525
3.9677,-253.4324,16.9767
3.9778,-250.0337,16.9147
3.9875,-246.7052,16.8214
3.9977,-243.4345,16.8781
4.0081,-240.1680,16.7644
4.0183,-236.8921,16.7940
4.0291,-233.5202,16.9403
4.0377,-230.1433,16.9317
4.0476,-226.7451,17.0843
4.0583,-223.3871,16.9706
4.0676,-220.0904,16.8768
4.0784,-216.6660,16.9160
4.0875,-213.3264,16.7676
4.0995,-210.0921,16.8715
4.1078,-206.7871,16.8219
4.1192,-203.4604,16.7704
4.1276,-200.1635,16.8660
4.1384,-196.8873,16.8720
4.1475,-193.6529,16.9084
4.1591,-190.3914,17.0640
4.1675,-187.1143,16.8671
4.1780,-183.7545,16.9213
4.1876,-180.5523,16.9208
4.1980,-177.4639,16.8393
4.2088,-174.2876,17.0256
4.2178,-171.1041,16.9248
4.2294,-167.8355,16.9779
4.2377,-164.6923,17.0220
4.2476,-161.6349,16.7947
4.2596,-158.5726,16.9162
4.2674,-155.4692,16.9799
4.2801,-152.4229,16.7898
4.2894,-149.3089,17.0283
4.2978,-146.3614,17.0003
4.3075,-143.3485,16.8950
4.3209,-140.2841,17.0860
4.3274,-137.1558,16.9965
4.3378,-133.9444,17.0280
4.3475,-130.7285,17.2175
4.3582,-127.4787,17.2873
4.3679,-124.1852,17.6131
4.3781,-120.9608,17.6753
4.3879,-117.6784,17.6071
4.3981,-114.4066,17.8577
4.4079,-111.1857,17.8203
4.4177,-107.9581,17.9346
4.4279,-104.7782,18.1139
4.4398,-101.6406,17.7240
4.4476,-98.4199,17.8601
4.4577,-95.1999,18.0491
4.4685,-92.0138,17.9206
4.4776,-88.6877,18.2326
4.4895,-85.4398,18.1477
4.4977,-82.1147,18.0649
4.5075,-78.8566,18.2729
4.5198,-75.5998,18.1823
4.5277,-72.3023,18.3125
4.5377,-69.1850,18.4591
4.5475,-66.0642,18.2675
4.5603,-62.8487,18.5926
4.5676,-59.7328,18.7210
4.5778,-56.5208,18.5838
4.5875,-53.3001,18.8672
4.5977,-50.1725,18.7977
4.6076,-46.8964,18.7713
4.6177,-43.6174,19.0461
4.6276,-40.3798,18.8419
4.6408,-37.1742,18.9176
4.6476,-34.0511,19.1024
4.6577,-30.9161,18.9151
4.6681,-27.6924,19.3251
4.6781,-24.5318,19.4146
4.6887,-21.2365,19.4118
4.6977,-18.0567,19.7383
4.7075,-14.9431,19.5315
4.7180,-11.6429,19.5886
4.7277,-8.4948,19.7037
4.7377,-5.3942,19.3832
4.7475,-2.1388,19.6354
4.7579,0.9588,19.6588
4.7675,4.1913,19.5816
4.7784,7.5651,19.8694
4.7874,10.7487,19.7953
4.7984,13.9739,19.9620
4.8075,17.1254,20.1887
4.8184,20.2899,19.9146
4.8282,23.5007,20.0702
4.8379,26.4939,20.1863
4.8477,29.5853,20.0536
4.8585,32.8958,20.2777
4.8675,36.1599,20.1978
4.8788,39.5217,20.2706
4.8878,42.8219,20.3119
4.8980,45.9428,20.1632
4.9078,49.0923,20.2906
4.9180,52.1704,20.2237
4.9275,55.2518,20.1245
4.9380,58.4065,20.3075
4.9478,61.5525,20.2192
4.9596,64.7459,20.2429
4.9683,68.0371,20.4327
4.9777,71.2675,20.3425
4.9899,74.6068,20.4869
4.9979,77.8972,20.5712
5.0078,81.2293,20.6567
5.0182,84.6037,20.9582
5.0275,87.8314,20.9615
5.0388,91.0567,21.0531
5.0481,94.3649,21.2460
5.0581,97.6557,21.1343
5.0677,101.0589,21.2753
5.0783,104.3384,21.3062
5.0880,107.6404,21.2456
5.0980,111.0636,21.3365
5.1095,114.3305,21.3593
5.1198,117.5463,21.3474
5.1276,120.8273,21.5418
5.1378,124.0903,21.4051
5.1477,127.4316,21.5166
5.1588,130.7647,21.6290
5.1678,134.1254,21.5379
5.1778,137.4889,21.6563
5.1894,140.7967,21.7185
5.1978,144.0397,21.8287
5.2076,147.3581,22.1247
5.2178,150.5081,22.1430
5.2281,153.7842,22.2795
5.2378,157.1189,22.4691
5.2481,160.4098,22.3439
5.2583,163.9288,22.4584
5.2677,167.5037,22.5868
5.2781,170.8866,22.5323
5.2875,174.3147,22.6566
5.2980,177.5519,22.7190
5.3077,180.8709,22.8509
5.3177,184.2479,23.0697
5.3295,187.6587,23.0357
5.3379,191.0776,23.2694
5.3475,194.2678,23.3163
5.3577,197.6170,23.3039
5.3675,201.0348,23.4482
5.3787,204.3479,23.3312
5.3886,207.8104,23.4183
5.3978,211.1433,23.5710
5.4075,214.3471,23.6950
5.4177,217.6972,23.8265
5.4274,221.0000,23.7765
5.4377,224.2575,23.8526
5.4476,227.3818,23.8835
5.4576,230.5428,23.8699
5.4677,233.8652,24.2202
5.4783,237.2227,24.4258
5.4880,240.6178,24.4747
5.4983,243.9527,24.6156
5.5080,247.2261,24.5994
5.5182,250.6144,24.6683
5.5276,253.9266,24.7589
5.5377,257.1576,24.7878
5.5475,260.4665,24.8585
5.5579,263.6655,24.8080
5.5676,266.8273,24.9242
5.5777,270.0753,25.0329
5.5876,273.2656,25.0108
5.5999,276.5110,25.2067
5.6076,279.8356,25.2303
5.6177,283.1240,25.3027
5.6275,286.3797,25.6088
5.6379,289.6501,25.7917
5.6477,293.0492,26.0097
5.6579,296.4335,26.2530
5.6682,299.7363,26.3500
5.6777,303.1114,26.5420
5.6877,306.4872,26.5505
5.6994,309.7419,26.7021
5.7082,313.1132,26.9605
5.7195,316.3432,26.8516
5.7284,319.5137,26.9571
5.7404,322.8226,27.1078
5.7475,326.0672,27.0257
5.7598,329.3983,27.3079
5.7677,332.6993,27.4674
5.7779,336.0064,27.5347
5.7876,339.3396,27.8081
5.7990,342.5399,27.7739
5.8088,345.7796,27.9623
5.8177,349.0511,28.1089
5.8275,352.3247,28.1658
5.8386,355.6202,28.5648
5.8476,358.8292,28.5879
5.8577,362.0332,28.7585
5.8675,365.2795,29.1065
5.8785,368.5792,29.0852
5.8884,371.8595,29.3156
5.8985,375.1683,29.5557
5.9093,378.4723,29.6371
5.9177,381.7627,29.8519
5.9274,384.9992,29.7849
5.9385,388.1945,30.1189
5.9475,391.4232,30.4993
5.9578,394.8081,30.6244
5.9683,398.1791,30.8559
5.9776,401.4026,30.9057
5.9878,404.6190,31.0972
5.9980,407.8661,31.3765
6.0075,411.0783,31.2951
6.0177,414.2871,31.4477
6.0275,417.5216,31.5457
6.0377,420.7624,31.6805
6.0476,423.9552,32.0619
6.0576,427.1863,32.1575
6.0678,430.4521,32.3112
6.0777,433.5784,32.6610
6.0874,436.8280,32.7371
6.1000,440.1323,32.9266
6.1084,443.3316,33.0770
6.1178,446.5212,33.1737
6.1295,449.7175,33.5615
6.1386,452.8777,33.6808
6.1474,456.1601,33.9628
6.1605,459.3937,34.2026
6.1674,462.6341,34.1357
6.1796,465.8123,34.4012
6.1875,468.9598,34.4478
6.1977,472.2260,34.4426
6.2075,475.4040,34.8080
6.2179,478.5847,34.7852
6.2282,481.8484,34.8839
6.2378,484.9191,35.2550
6.2478,488.0847,35.2978
6.2578,491.3030,35.5184
6.2677,494.4919,35.9226
6.2782,497.8343,36.2720
6.2875,501.1096,36.5165
6.2981,504.4193,36.6321
6.3075,507.7229,36.9665
6.3178,510.9833,37.1943
6.3277,514.2759,37.3257
6.3378,517.3966,37.6588
6.3486,520.5387,37.7035
6.3600,523.7591,37.8138
6.3677,526.9014,38.1069
6.3778,530.1183,38.1180
6.3875,533.3661,38.2908
6.3977,536.5704,38.6143
6.4075,539.8734,38.6810
6.4176,543.1252,39.0028
6.4290,546.3429,39.2104
6.4383,549.6008,39.2989
6.4491,552.7973,39.5836
6.4576,555.9921,39.5814
6.4674,559.1652,39.7984
6.4793,562.2863,40.1835
6.4875,565.5107,40.1812
6.4977,568.7505,40.5079
6.5079,571.8853,40.7578
6.5179,575.1707,40.7789
6.5276,578.4313,41.1631
6.5377,581.6703,41.3246
6.5475,585.0752,41.4124
6.5578,588.2534,41.6917
6.5674,591.4141,41.7714
6.5778,594.6097,42.1208
6.5884,597.7952,42.4140
6.5978,601.1379,42.5027
6.6077,604.4226,42.9099
6.6183,607.5462,43.0743
6.6280,610.7994,43.1991
6.6377,614.0322,43.5072
6.6480,617.2266,43.4142
6.6577,620.5437,43.5767
6.6681,623.8174,43.8219
6.6778,627.1220,43.8609
6.6881,630.4410,44.3172
6.6984,633.6815,44.4863
6.7080,637.0038,44.5328
6.7186,640.2553,44.9299
6.7274,643.4962,44.9305
6.7377,646.9035,45.1109
6.7486,650.1152,45.3466
6.7589,653.3182,45.3648
6.7686,656.6573,45.7649
6.7776,659.8787,45.9014
6.7880,663.2106,46.1265
6.7978,666.5555,46.4414
6.8074,669.8094,46.3644
6.8177,673.0802,46.6651
6.8274,676.2884,46.7592
6.8378,679.5970,46.7162
6.8492,682.7967,47.0507
6.8585,685.9538,47.0182
6.8675,689.2721,47.0665
6.8783,692.4748,47.4560
6.8881,695.6851,47.5186
6.8978,698.9479,47.7277
6.9081,702.1761,48.0288
6.9178,705.4785,48.3329
6.9275,708.8489,48.8219
6.9377,712.1932,48.9255
6.9475,715.5753,49.1287
6.9592,718.8329,49.4426
6.9676,722.1387,49.4497
6.9776,725.3957,49.7828
6.9882,728.6401,50.0505
6.9984,731.8650,49.9909
7.0076,735.1545,50.4641
7.0184,738.3735,50.4988
7.0275,741.6774,50.5813
7.0384,744.9732,51.0967
7.0475,748.2075,51.0687
7.0586,751.5805,51.2537
7.0679,754.8587,51.5953
7.0778,758.1265,51.6180
7.0874,761.4513,51.9944
7.0979,764.6956,52.1311
7.1078,767.9889,52.3190
7.1177,771.2113,52.7612
7.1277,774.3550,52.7492
7.1379,777.5501,53.0390
7.1489,780.7322,53.3292
7.1580,784.0851,53.2542
7.1675,787.4459,53.6650
7.1785,790.6776,54.0515
7.1883,794.0766,54.1632
7.1977,797.3737,54.4310
7.2076,800.5129,54.4683
7.2185,803.6904,54.8017
7.2275,806.9358,55.2882
7.2377,810.2594,55.3659
7.2474,813.6013,55.6968
7.2586,816.7884,55.8007
7.2693,819.9371,55.9760
7.2777,823.0964,56.3978
7.2880,826.1962,56.3503
7.2978,829.4401,56.5765
7.3077,832.7147,56.8403
7.3176,835.9389,56.8649
7.3274,839.1671,57.3376
7.3382,842.3945,57.5875
7.3479,845.5839,57.7254
7.3591,848.7799,58.0641
7.3675,851.9308,58.0441
7.3778,855.0936,58.2836
7.3890,858.1389,58.4859
7.3977,861.1844,58.6543
7.4094,864.3766,58.9664
7.4179,867.4978,59.0571
7.4275,870.6710,59.4046
7.4377,873.7989,59.7222
7.4478,876.8466,59.7581
7.4597,879.9145,60.0268
7.4694,883.0240,60.1079
7.4778,886.1197,60.0748
7.4874,889.2137,60.4022
7.4978,892.3097,60.4551
7.5074,895.4798,60.4928
7.5182,898.7057,60.8180
7.5280,901.8670,60.9342
7.5378,905.0379,61.2356
7.5476,908.2258,61.5999
7.5582,911.3843,61.8784
7.5674,914.6183,62.3116
7.5781,917.8429,62.5088
7.5890,921.0856,62.6712
7.5977,924.4531,63.0897
7.6078,927.7790,63.2377
7.6177,931.1360,63.6007
7.6275,934.4497,63.8742
7.6377,937.6673,63.8172
7.6485,940.9330,64.2449
7.6600,944.1077,64.4356
7.6674,947.3372,64.4242
7.6777,950.6640,64.9276
7.6891,953.9515,65.0743
7.6979,957.3269,65.1768
7.7074,960.7090,65.6020
7.7194,964.0005,65.7163
7.7282,967.3249,66.0810
7.7377,970.5576,66.3638
7.7481,973.7968,66.5026
7.7594,977.0065,66.8980
7.7682,980.2171,67.0475
7.7777,983.4311,67.2823
7.7888,986.7065,67.6855
7.7976,989.9575,67.7777
7.8085,993.2376,68.1670
7.8179,996.5608,68.5292
7.8283,999.8830,68.6152
7.8376,1003.1917,68.9499
7.8475,1006.3983,69.1621
7.8585,1009.6156,69.4223
7.8677,1012.8983,69.7733
7.8777,1016.2133,69.9294
7.8876,1019.5741,70.2760
7.8984,1022.8407,70.5387
7.9074,1026.0829,70.7414
7.9177,1029.3934,71.1292
7.9275,1032.5946,71.2887
7.9376,1035.8083,71.4900
7.9479,1039.0954,71.7421
7.9580,1042.3152,71.8462
7.9674,1045.5838,72.1931
7.9780,1048.9326,72.4269
7.9876,1052.1926,72.7211
7.9995,1055.4875,73.0973
8.0074,1058.8073,73.2073
