time[s], wr_x[mm], wr_y[mm] 
3.5536,-375.2344,-479.2962
3.5768,-372.2673,-478.3127
3.5775,-369.3209,-477.2394
3.5839,-366.2868,-476.0710
3.6081,-363.2424,-475.1658
3.6091,-360.3748,-474.1109
3.6136,-357.5376,-473.0658
3.6238,-354.6657,-472.2212
3.6335,-351.9300,-471.0034
3.6438,-349.0946,-469.9492
3.6536,-346.1868,-469.1732
3.6637,-343.4783,-467.9720
3.6736,-340.6967,-466.9662
3.6838,-337.7892,-466.1072
3.7019,-335.0240,-464.8360
3.7037,-332.1758,-463.9132
3.7136,-329.3063,-462.9204
3.7332,-326.6400,-461.6391
3.7339,-323.7760,-460.7056
3.7438,-320.9242,-459.6714
3.7679,-318.3272,-458.4473
3.7688,-315.5054,-457.5335
3.7736,-312.7584,-456.4339
3.7995,-310.1177,-455.2951
3.8002,-307.2071,-454.4530
3.8037,-304.3828,-453.2945
3.8136,-301.6060,-452.1376
3.8306,-298.6562,-451.1881
3.8335,-295.9293,-450.0104
3.8437,-293.2228,-448.9461
3.8609,-290.3360,-447.8908
3.8637,-287.5292,-446.7022
3.8735,-284.7960,-445.6859
3.8838,-281.9754,-444.6208
3.9042,-279.3088,-443.3569
3.9052,-276.5055,-442.2790
3.9134,-273.4820,-441.0213
3.9509,-267.7844,-438.6817
3.9516,-264.9156,-437.6688
3.9537,-262.2195,-436.5058
3.9635,-259.3412,-435.5749
3.9830,-256.4044,-434.4848
3.9837,-253.6891,-433.3362
3.9938,-250.8201,-432.3949
4.0141,-248.0280,-431.1994
4.0150,-245.3035,-430.0999
4.0236,-242.4765,-429.0160
4.0457,-239.5253,-427.7874
4.0464,-236.6609,-426.6805
4.0537,-233.8244,-425.3700
4.0636,-230.9104,-424.1409
4.0738,-227.9858,-422.9542
4.0836,-225.1343,-421.6725
4.0945,-222.2440,-420.5663
4.1035,-219.4769,-419.3762
4.1238,-216.6877,-418.1077
4.1244,-213.7675,-417.0296
4.1338,-210.9527,-415.8165
4.1552,-208.1791,-414.6128
4.1561,-205.2662,-413.7143
4.1636,-202.5797,-412.5041
4.1864,-199.8373,-411.2713
4.1871,-196.9109,-410.0967
4.1938,-194.0953,-408.7253
4.2175,-191.3117,-407.5381
4.2183,-188.3744,-406.3557
4.2234,-185.6085,-404.9118
4.2491,-182.7060,-403.7886
4.2498,-179.8542,-402.5163
4.2537,-177.1384,-401.0458
4.2635,-174.1802,-399.8128
4.2737,-171.1928,-398.5550
4.2835,-168.3222,-397.2278
4.3020,-165.2382,-396.0851
4.3034,-162.2620,-394.8186
4.3138,-159.4792,-393.4306
4.3332,-156.6072,-392.3263
4.3342,-153.8736,-391.0291
4.3436,-151.1638,-389.7062
4.3648,-148.3219,-388.6293
4.3655,-145.6642,-387.2957
4.3738,-142.8930,-386.0901
4.3958,-140.0803,-384.9682
4.3966,-137.4334,-383.5082
4.4035,-134.6677,-382.3062
4.4137,-131.9135,-381.0347
4.4236,-129.2344,-379.5373
4.4338,-126.4494,-378.4360
4.4581,-123.8130,-377.3987
4.4590,-121.2515,-376.1662
4.4635,-118.5840,-375.0716
4.4738,-115.8993,-373.8326
4.4834,-113.3003,-372.4879
4.4937,-110.5223,-371.4108
4.5036,-107.8287,-370.1147
4.5137,-105.1867,-368.8176
4.5236,-102.4907,-367.7320
4.5452,-99.8800,-366.4628
4.5460,-97.3166,-365.2486
4.5538,-94.6369,-363.9642
4.5764,-91.9470,-362.6743
4.5773,-89.2386,-361.3740
4.5835,-86.6080,-360.0387
4.6079,-83.9608,-358.6612
4.6086,-81.2577,-357.2460
4.6144,-78.4769,-355.8567
4.6390,-75.7219,-354.4884
4.6399,-73.0873,-353.2144
4.6435,-70.4998,-352.1532
4.6538,-68.0160,-350.9260
4.6702,-65.4291,-349.8087
4.6737,-62.7868,-348.6610
4.6835,-60.1514,-347.4540
4.7019,-57.4948,-346.1216
4.7035,-54.7654,-344.8506
4.7139,-52.0253,-343.6362
4.7328,-49.4402,-342.1593
4.7337,-46.7376,-340.9088
4.7435,-43.9414,-339.6497
4.7642,-41.3494,-338.1241
4.7649,-38.5843,-336.7889
4.7738,-35.7817,-335.4837
4.7951,-33.2256,-334.1239
4.7960,-30.5991,-332.9413
4.8034,-27.9928,-331.5865
4.8135,-25.3818,-330.2504
4.8335,-22.6007,-329.1561
4.8344,-19.9430,-327.8083
4.8434,-17.3458,-326.4591
4.8651,-14.6309,-325.1925
4.8657,-12.1201,-323.7017
4.8738,-9.5011,-322.4020
4.8967,-6.7373,-321.2325
4.8976,-4.0784,-319.6287
4.9036,-1.3826,-318.2364
4.9281,1.4000,-316.9213
4.9288,4.0491,-315.2443
4.9338,6.8367,-313.9687
4.9488,9.7883,-312.7678
4.9537,12.4468,-311.1679
4.9635,15.1924,-309.8904
4.9737,18.0171,-308.6269
4.9836,20.5897,-306.9467
4.9937,23.3302,-305.6298
5.0036,26.1937,-304.3832
5.0137,28.8488,-302.7630
5.0236,31.5933,-301.5611
5.0339,34.4394,-300.1949
5.0436,37.0476,-298.6101
5.0606,39.7450,-297.4410
5.0635,42.3400,-295.9315
5.0738,44.9433,-294.4043
5.0914,47.6043,-293.1627
5.0938,50.1527,-291.5211
5.1035,52.8062,-290.1387
5.1229,55.5625,-289.0010
5.1236,58.0365,-287.5698
5.1337,60.6578,-286.2293
5.1539,63.2750,-284.8082
5.1549,65.8598,-283.2937
5.1637,68.6627,-281.9158
5.1871,71.2086,-280.4144
5.1877,73.7339,-279.0361
5.1938,76.4836,-277.6767
5.2172,78.9613,-276.2395
5.2181,81.5358,-274.8998
5.2236,84.3090,-273.4421
5.2488,86.8798,-271.9031
5.2495,89.5974,-270.5506
5.2537,92.3470,-268.9026
5.2636,94.9805,-267.2639
5.2799,97.7782,-265.8358
5.2835,100.5149,-264.3220
5.2937,103.1498,-262.8649
5.3108,105.8473,-261.2984
5.3136,108.4748,-259.6226
5.3235,111.1978,-258.1342
5.3517,113.9192,-256.6020
5.3523,116.5354,-255.1690
5.3535,119.1289,-253.7435
5.3636,121.6776,-252.2476
5.3828,124.3126,-250.8630
5.3835,127.0837,-249.4898
5.3938,129.7151,-247.9848
5.4138,132.4109,-246.5531
5.4148,135.1113,-245.0721
5.4237,137.6787,-243.4860
5.4455,140.4266,-241.8764
5.4461,143.2172,-240.3547
5.4538,145.9084,-238.7441
5.4765,148.6903,-237.1805
5.4774,151.3714,-235.6812
5.4834,153.9439,-234.3048
5.5071,156.4457,-232.8765
5.5077,158.9277,-231.3950
5.5137,161.4932,-229.8910
5.5236,164.0919,-228.3704
5.5448,166.6719,-226.7896
5.5454,169.4274,-225.2951
5.5538,172.0847,-223.7663
5.5757,174.6864,-222.0619
5.5766,177.4056,-220.4101
5.5835,180.0554,-218.7211
5.6073,182.6360,-217.0882
5.6079,185.4287,-215.4527
5.6138,188.0816,-213.8661
5.6383,190.6930,-212.3011
5.6393,193.4048,-210.6899
5.6435,196.0399,-209.1257
5.6539,198.6603,-207.4752
5.6695,201.4278,-205.7833
5.6737,204.1252,-204.2571
5.6836,206.7838,-202.5581
5.7007,209.5030,-200.8660
5.7036,212.0755,-199.3201
5.7137,214.7561,-197.6671
5.7329,217.3772,-196.0772
5.7338,219.9751,-194.5398
5.7435,222.7132,-192.8799
5.7642,225.2964,-191.1552
5.7649,227.8448,-189.3737
5.7737,230.5479,-187.5982
5.7959,233.1642,-186.0380
5.7968,235.6848,-184.6910
5.8033,238.2458,-183.1943
5.8273,240.7061,-181.6531
5.8281,243.2753,-180.0739
5.8338,245.9444,-178.3198
5.8434,248.6050,-176.6005
5.8538,251.3278,-175.0272
5.8636,253.9580,-173.3968
5.8738,256.4672,-171.7642
5.8835,258.9840,-170.2807
5.9012,261.4727,-168.5095
5.9035,264.0816,-166.9069
5.9137,266.7080,-165.2969
5.9322,269.3449,-163.4978
5.9336,272.0465,-161.7427
5.9436,274.7577,-159.9790
5.9637,277.4263,-158.1577
5.9645,280.1764,-156.3739
5.9738,282.8079,-154.7340
5.9953,285.4224,-153.1260
5.9963,287.9640,-151.4553
6.0036,290.5225,-149.7121
6.0265,293.1919,-147.8870
6.0272,295.8742,-146.1567
6.0337,298.3443,-144.4381
6.0580,300.8837,-142.9434
6.0590,303.3684,-141.4245
6.0635,305.7835,-139.8949
6.0737,308.3902,-138.3611
6.0914,311.1120,-136.7181
6.0938,313.7379,-135.0364
6.1036,316.4139,-133.3349
6.1227,319.0452,-131.6504
6.1235,321.6004,-129.9229
6.1337,324.1906,-128.2290
6.1539,326.7060,-126.6141
6.1548,329.2910,-125.0350
6.1645,331.8285,-123.4156
6.1859,334.3398,-121.7761
6.1866,336.9678,-120.2184
6.1938,339.4500,-118.4843
6.2170,341.8100,-116.7564
6.2180,344.3562,-115.0941
6.2235,346.8882,-113.3217
6.2484,349.4964,-111.5736
6.2491,352.2495,-109.8991
6.2538,354.7441,-108.1102
6.2639,357.3147,-106.3551
6.2738,360.0252,-104.6617
6.2836,362.5331,-102.8169
6.2938,365.0891,-101.0739
6.3107,367.8393,-99.3819
6.3137,370.3709,-97.6284
6.3236,372.9920,-95.9177
6.3424,375.6360,-94.2517
6.3433,378.0407,-92.4381
6.3537,380.5077,-90.6490
6.3737,383.1496,-88.9327
6.3747,385.6793,-87.0266
6.3836,388.3672,-85.2413
6.4181,393.3833,-81.7743
6.4189,396.0327,-80.1209
6.4238,398.4056,-78.3596
6.4336,401.0017,-76.5830
6.4437,403.6131,-74.9801
6.4535,405.9879,-73.2258
6.4639,408.2580,-71.6075
6.4736,410.7687,-69.9138
6.4837,413.1664,-68.1437
6.4935,415.7327,-66.4114
6.5125,418.2251,-64.7399
6.5133,420.6259,-62.9760
6.5237,423.1284,-61.2652
6.5434,425.6283,-59.5768
6.5444,428.1140,-57.7836
6.5536,430.6303,-56.0329
6.5745,433.0891,-54.3092
6.5753,435.4999,-52.3982
6.5838,437.8596,-50.5872
6.6067,440.3249,-48.8774
6.6076,442.7263,-47.0372
6.6136,445.1605,-45.3283
6.6235,447.7012,-43.6730
6.6335,450.1135,-41.7405
6.6438,452.5240,-39.8737
6.6536,455.1427,-38.0326
6.6639,457.5986,-36.1574
6.6735,460.0228,-34.4816
6.6837,462.4742,-32.7052
6.6935,464.7722,-30.8049
6.7037,467.2607,-29.0314
6.7135,469.7633,-27.1910
6.7238,472.0694,-25.3466
6.7335,474.5319,-23.8074
6.7438,476.9134,-21.9757
6.7536,479.0352,-20.1515
6.7790,481.5064,-18.5483
6.7797,483.8011,-16.7408
6.7837,486.1155,-15.0812
6.7935,488.6693,-13.3980
6.8102,491.0045,-11.5074
6.8135,493.3802,-9.8225
6.8237,495.9492,-8.0850
6.8413,498.2815,-6.2664
6.8436,500.6442,-4.5839
6.8535,503.1904,-2.8511
6.8729,505.4224,-0.9772
6.8736,507.7809,0.8424
6.8838,510.3089,2.4913
6.9032,512.4957,4.4199
6.9042,514.7903,6.3128
6.9137,517.2674,8.1557
6.9354,519.5659,10.0599
6.9361,521.9948,11.8245
6.9438,524.4345,13.6041
6.9667,526.7101,15.4294
6.9676,529.1466,17.2484
6.9735,531.5469,19.0979
6.9984,533.8782,21.0220
6.9991,536.2937,22.8582
7.0038,538.6970,24.6134
7.0137,541.0036,26.4724
7.0236,543.4417,28.2540
7.0335,545.8564,30.1490
7.0437,548.2183,32.1640
7.0536,550.6574,34.0479
7.0768,553.0665,35.9265
7.0775,555.4584,37.9263
7.0837,557.9166,39.7903
7.1082,560.2564,41.6908
7.1091,562.5742,43.6052
7.1136,565.0239,45.3988
7.1237,567.3345,47.3037
7.1400,569.6585,49.2557
7.1437,572.0659,51.0371
7.1535,574.4051,52.9530
7.1710,576.7397,54.9025
7.1735,579.1044,56.7514
7.1838,581.4480,58.7050
7.2027,583.7446,60.6796
7.2035,586.0307,62.4546
7.2135,588.4196,64.3399
7.2341,590.7155,66.2827
7.2348,593.1424,68.1291
7.2437,595.6043,70.1339
7.2651,597.9474,72.2444
7.2660,600.3663,74.2243
7.2735,602.7568,76.2449
7.2968,605.0532,78.2139
7.2975,607.4359,79.9870
7.3037,609.8546,81.9773
7.3277,612.1448,83.9969
7.3287,614.5787,85.8403
7.3335,616.9355,87.8445
7.3593,619.1614,89.9236
7.3600,621.6041,91.8579
7.3637,623.9463,93.9000
7.3735,626.2309,95.8619
7.3904,628.6609,97.7917
7.3935,630.9816,99.8386
7.4037,633.4091,101.9756
7.4216,635.9093,104.0458
7.4236,638.1764,106.1921
7.4336,640.5838,108.0492
7.4530,642.8481,109.9107
7.4537,645.0073,111.9148
7.4637,647.3195,113.7212
7.4827,649.6167,115.6379
7.4837,651.8717,117.5222
7.4935,654.2738,119.4002
7.5150,656.6306,121.3232
7.5158,658.9159,123.3479
7.5237,661.3477,125.3949
7.5335,663.6610,127.4462
7.5440,665.9493,129.4836
7.5609,668.3869,131.4246
7.5637,670.6591,133.4958
7.5735,672.9128,135.6325
7.5922,675.1862,137.6715
7.5934,677.4360,139.6880
7.6037,679.7364,141.8454
7.6223,682.0418,143.9128
7.6235,684.3967,145.9044
7.6335,686.7099,147.8809
7.6542,689.0822,149.8197
7.6548,691.3862,151.8170
7.6637,693.6557,153.8844
7.6850,695.9726,155.8401
7.6859,698.1892,157.8885
7.6935,700.4567,159.9205
7.7037,702.7103,161.8864
7.7135,704.9478,163.9930
7.7238,707.2178,166.0157
7.7478,709.4932,167.9601
7.7487,711.6920,170.1172
7.7535,713.8744,172.1721
7.7791,716.1187,174.1792
7.7799,718.3357,176.3986
7.7837,720.6218,178.3700
7.7935,723.0357,180.3427
7.8105,725.2493,182.5699
7.8135,727.5018,184.5324
7.8237,729.8125,186.6023
7.8416,732.0249,188.7708
7.8435,734.2811,190.6664
7.8536,736.4984,192.7229
7.8736,738.6896,194.7605
7.8744,740.9061,196.6216
7.8837,743.1409,198.7366
7.9051,745.3618,200.7584
7.9060,747.5052,202.8070
7.9135,749.6566,204.9387
7.9368,751.8792,207.1149
7.9374,754.1552,209.1748
7.9438,756.4891,211.3560
7.9678,758.7921,213.4869
7.9688,761.0633,215.6312
7.9737,763.2957,217.8120
7.9983,765.5385,219.9104
7.9990,767.6696,221.9973
8.0061,769.8260,224.0436
